2021-05-03 00:34:13,126 [    INFO] employer: A new worker Philip was hired
2021-05-03 00:34:16,646 [    INFO] leela: Delivering package package_4012
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4008 was delivered by Zoidberg
2021-05-03 00:34:16,646 [    INFO] amy: Package package_4010 successfully delivered
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4009 was delivered by Bender
2021-05-03 00:34:16,646 [    INFO] philip: Package package_4011 successfully delivered
2021-05-03 00:34:16,646 [    INFO] employer: Still 5991 packages to sent
2021-05-03 00:34:16,646 [    INFO] hermes: Package package_4013 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,646 [    INFO] leela: Package package_4012 successfully delivered
2021-05-03 00:34:16,646 [    INFO] zoidberg: Package package_4014 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4010 was delivered by Amy
2021-05-03 00:34:16,646 [    INFO] bender: Package package_4015 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4011 was delivered by Philip
2021-05-03 00:34:16,646 [    INFO] employer: Still 5989 packages to sent
2021-05-03 00:34:16,646 [    INFO] hermes: Delivering package package_4013
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4012 was delivered by Leela
2021-05-03 00:34:16,646 [    INFO] zoidberg: Delivering package package_4014
2021-05-03 00:34:16,646 [    INFO] amy: Package package_4016 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,646 [    INFO] bender: Delivering package package_4015
2021-05-03 00:34:16,646 [    INFO] philip: Package package_4017 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,646 [    INFO] employer: Still 5988 packages to sent
2021-05-03 00:34:16,646 [    INFO] hermes: Package package_4013 successfully delivered
2021-05-03 00:34:16,646 [    INFO] leela: Package package_4018 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,646 [    INFO] zoidberg: Package package_4014 successfully delivered
2021-05-03 00:34:16,646 [    INFO] amy: Delivering package package_4016
2021-05-03 00:34:16,646 [    INFO] bender: Package package_4015 successfully delivered
2021-05-03 00:34:16,646 [    INFO] philip: Delivering package package_4017
2021-05-03 00:34:16,646 [    INFO] employer: Still 5988 packages to sent
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4013 was delivered by Hermes
2021-05-03 00:34:16,646 [    INFO] leela: Delivering package package_4018
2021-05-03 00:34:16,646 [    INFO] employer: Package package_4014 was delivered by Zoidberg
2021-05-03 00:34:16,646 [    INFO] amy: Package package_4016 successfully delivered
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4015 was delivered by Bender
2021-05-03 00:34:16,654 [    INFO] philip: Package package_4017 successfully delivered
2021-05-03 00:34:16,654 [    INFO] employer: Still 5985 packages to sent
2021-05-03 00:34:16,654 [    INFO] hermes: Package package_4019 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,654 [    INFO] leela: Package package_4018 successfully delivered
2021-05-03 00:34:16,654 [    INFO] zoidberg: Package package_4020 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4016 was delivered by Amy
2021-05-03 00:34:16,654 [    INFO] bender: Package package_4021 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4017 was delivered by Philip
2021-05-03 00:34:16,654 [    INFO] employer: Still 5983 packages to sent
2021-05-03 00:34:16,654 [    INFO] hermes: Delivering package package_4019
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4018 was delivered by Leela
2021-05-03 00:34:16,654 [    INFO] zoidberg: Delivering package package_4020
2021-05-03 00:34:16,654 [    INFO] amy: Package package_4022 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,654 [    INFO] bender: Delivering package package_4021
2021-05-03 00:34:16,654 [    INFO] philip: Package package_4023 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,654 [    INFO] employer: Still 5982 packages to sent
2021-05-03 00:34:16,654 [    INFO] hermes: Package package_4019 successfully delivered
2021-05-03 00:34:16,654 [    INFO] leela: Package package_4024 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,654 [    INFO] zoidberg: Package package_4020 successfully delivered
2021-05-03 00:34:16,654 [    INFO] amy: Delivering package package_4022
2021-05-03 00:34:16,654 [    INFO] bender: Package package_4021 successfully delivered
2021-05-03 00:34:16,654 [    INFO] philip: Delivering package package_4023
2021-05-03 00:34:16,654 [    INFO] employer: Still 5982 packages to sent
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4019 was delivered by Hermes
2021-05-03 00:34:16,654 [    INFO] leela: Delivering package package_4024
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4020 was delivered by Zoidberg
2021-05-03 00:34:16,654 [    INFO] amy: Package package_4022 successfully delivered
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4021 was delivered by Bender
2021-05-03 00:34:16,654 [    INFO] philip: Package package_4023 successfully delivered
2021-05-03 00:34:16,654 [    INFO] employer: Still 5979 packages to sent
2021-05-03 00:34:16,654 [    INFO] hermes: Package package_4025 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,654 [    INFO] leela: Package package_4024 successfully delivered
2021-05-03 00:34:16,654 [    INFO] zoidberg: Package package_4026 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4022 was delivered by Amy
2021-05-03 00:34:16,654 [    INFO] bender: Package package_4027 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4023 was delivered by Philip
2021-05-03 00:34:16,654 [    INFO] employer: Still 5977 packages to sent
2021-05-03 00:34:16,654 [    INFO] hermes: Delivering package package_4025
2021-05-03 00:34:16,654 [    INFO] employer: Package package_4024 was delivered by Leela
2021-05-03 00:34:16,654 [    INFO] zoidberg: Delivering package package_4026
2021-05-03 00:34:16,654 [    INFO] amy: Package package_4028 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,654 [    INFO] bender: Delivering package package_4027
2021-05-03 00:34:16,654 [    INFO] philip: Package package_4029 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,662 [    INFO] employer: Still 5976 packages to sent
2021-05-03 00:34:16,662 [    INFO] hermes: Package package_4025 successfully delivered
2021-05-03 00:34:16,662 [    INFO] leela: Package package_4030 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,662 [    INFO] zoidberg: Package package_4026 successfully delivered
2021-05-03 00:34:16,662 [    INFO] amy: Delivering package package_4028
2021-05-03 00:34:16,662 [    INFO] bender: Package package_4027 successfully delivered
2021-05-03 00:34:16,662 [    INFO] philip: Delivering package package_4029
2021-05-03 00:34:16,662 [    INFO] employer: Still 5976 packages to sent
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4025 was delivered by Hermes
2021-05-03 00:34:16,662 [    INFO] leela: Delivering package package_4030
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4026 was delivered by Zoidberg
2021-05-03 00:34:16,662 [    INFO] amy: Package package_4028 successfully delivered
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4027 was delivered by Bender
2021-05-03 00:34:16,662 [    INFO] philip: Package package_4029 successfully delivered
2021-05-03 00:34:16,662 [    INFO] employer: Still 5973 packages to sent
2021-05-03 00:34:16,662 [    INFO] hermes: Package package_4031 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,662 [    INFO] leela: Package package_4030 successfully delivered
2021-05-03 00:34:16,662 [    INFO] zoidberg: Package package_4032 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4028 was delivered by Amy
2021-05-03 00:34:16,662 [    INFO] bender: Package package_4033 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4029 was delivered by Philip
2021-05-03 00:34:16,662 [    INFO] employer: Still 5971 packages to sent
2021-05-03 00:34:16,662 [    INFO] hermes: Delivering package package_4031
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4030 was delivered by Leela
2021-05-03 00:34:16,662 [    INFO] zoidberg: Delivering package package_4032
2021-05-03 00:34:16,662 [    INFO] amy: Package package_4034 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,662 [    INFO] bender: Delivering package package_4033
2021-05-03 00:34:16,662 [    INFO] philip: Package package_4035 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,662 [    INFO] employer: Still 5970 packages to sent
2021-05-03 00:34:16,662 [    INFO] hermes: Package package_4031 successfully delivered
2021-05-03 00:34:16,662 [    INFO] leela: Package package_4036 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,662 [    INFO] zoidberg: Package package_4032 successfully delivered
2021-05-03 00:34:16,662 [    INFO] amy: Delivering package package_4034
2021-05-03 00:34:16,662 [    INFO] bender: Package package_4033 successfully delivered
2021-05-03 00:34:16,662 [    INFO] philip: Delivering package package_4035
2021-05-03 00:34:16,662 [    INFO] employer: Still 5970 packages to sent
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4031 was delivered by Hermes
2021-05-03 00:34:16,662 [    INFO] leela: Delivering package package_4036
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4032 was delivered by Zoidberg
2021-05-03 00:34:16,662 [    INFO] amy: Package package_4034 successfully delivered
2021-05-03 00:34:16,662 [    INFO] employer: Package package_4033 was delivered by Bender
2021-05-03 00:34:16,662 [    INFO] philip: Package package_4035 successfully delivered
2021-05-03 00:34:16,662 [    INFO] employer: Still 5967 packages to sent
2021-05-03 00:34:16,670 [    INFO] hermes: Package package_4037 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,670 [    INFO] leela: Package package_4036 successfully delivered
2021-05-03 00:34:16,670 [    INFO] zoidberg: Package package_4038 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4034 was delivered by Amy
2021-05-03 00:34:16,670 [    INFO] bender: Package package_4039 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4035 was delivered by Philip
2021-05-03 00:34:16,670 [    INFO] employer: Still 5965 packages to sent
2021-05-03 00:34:16,670 [    INFO] hermes: Delivering package package_4037
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4036 was delivered by Leela
2021-05-03 00:34:16,670 [    INFO] zoidberg: Delivering package package_4038
2021-05-03 00:34:16,670 [    INFO] amy: Package package_4040 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,670 [    INFO] bender: Delivering package package_4039
2021-05-03 00:34:16,670 [    INFO] philip: Package package_4041 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,670 [    INFO] employer: Still 5964 packages to sent
2021-05-03 00:34:16,670 [    INFO] hermes: Package package_4037 successfully delivered
2021-05-03 00:34:16,670 [    INFO] leela: Package package_4042 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,670 [    INFO] zoidberg: Package package_4038 successfully delivered
2021-05-03 00:34:16,670 [    INFO] amy: Delivering package package_4040
2021-05-03 00:34:16,670 [    INFO] bender: Package package_4039 successfully delivered
2021-05-03 00:34:16,670 [    INFO] philip: Delivering package package_4041
2021-05-03 00:34:16,670 [    INFO] employer: Still 5964 packages to sent
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4037 was delivered by Hermes
2021-05-03 00:34:16,670 [    INFO] leela: Delivering package package_4042
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4038 was delivered by Zoidberg
2021-05-03 00:34:16,670 [    INFO] amy: Package package_4040 successfully delivered
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4039 was delivered by Bender
2021-05-03 00:34:16,670 [    INFO] philip: Package package_4041 successfully delivered
2021-05-03 00:34:16,670 [    INFO] employer: Still 5961 packages to sent
2021-05-03 00:34:16,670 [    INFO] hermes: Package package_4043 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:16,670 [    INFO] leela: Package package_4042 successfully delivered
2021-05-03 00:34:16,670 [    INFO] zoidberg: Package package_4044 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4040 was delivered by Amy
2021-05-03 00:34:16,670 [    INFO] bender: Package package_4045 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4041 was delivered by Philip
2021-05-03 00:34:16,670 [    INFO] employer: Still 5959 packages to sent
2021-05-03 00:34:16,670 [    INFO] hermes: Delivering package package_4043
2021-05-03 00:34:16,670 [    INFO] employer: Package package_4042 was delivered by Leela
2021-05-03 00:34:16,670 [    INFO] zoidberg: Delivering package package_4044
2021-05-03 00:34:16,670 [    INFO] amy: Package package_4046 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:16,670 [    INFO] bender: Delivering package package_4045
2021-05-03 00:34:16,670 [    INFO] philip: Package package_4047 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:16,670 [    INFO] employer: Still 5958 packages to sent
2021-05-03 00:34:16,670 [    INFO] hermes: Package package_4043 successfully delivered
2021-05-03 00:34:16,670 [    INFO] leela: Package package_4048 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:16,678 [    INFO] zoidberg: Package package_4044 successfully delivered
2021-05-03 00:34:16,678 [    INFO] amy: Delivering package package_4046
2021-05-03 00:34:16,678 [    INFO] bender: Package package_4045 successfully delivered
2021-05-03 00:34:16,678 [    INFO] philip: Delivering package package_4047
2021-05-03 00:34:16,678 [    INFO] employer: Still 5958 packages to sent
2021-05-03 00:34:16,678 [    INFO] employer: Package package_4043 was delivered by Hermes
